latitude	longitude	state	AUTO_UNIQUE_ID_2017-06-03_yuc120_crime_lat_lon_	UpdatedCensusIntersection	CensusYEar	CensusBlock	CensusBlockGroup	CensusTract	CensusCountyFips	CensusStateFips	CensusCbsaFips	CensusCbsaMicro	CensusMcdFips	CensusMetDivFips	CensusMsaFips	CensusPlaceFips	TimeTaken	TransactionId	Source	ErrorMessage	Version
32.80344078	-117.2151377	CA	40	1	TwoThousandTen	1000	1	78	73	6	41740	0	92780		7320	66000	115		AggieCensusIntersector		4.1
32.76002538	-117.1475358	CA	41	1	TwoThousandTen	2002	2	5	73	6	41740	0	92780		7320	66000	134		AggieCensusIntersector		4.1
32.70784302	-117.1485454	CA	42	1	TwoThousandTen	1013	1	51	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7418501	-117.1862269	CA	43	1	TwoThousandTen	3022	3	65	73	6	41740	0	92780		7320	66000	110		AggieCensusIntersector		4.1
32.75314458	-117.1301618	CA	44	1	TwoThousandTen	1014	1	13	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.54556468	-117.0306358	CA	45	1	TwoThousandTen	1078	1	100.15	73	6	41740	0	92780		7320	66000	102		AggieCensusIntersector		4.1
32.74939591	-117.1326206	CA	46	1	TwoThousandTen	5002	5	13	73	6	41740	0	92780		7320	66000	137		AggieCensusIntersector		4.1
32.72086441	-117.1533922	CA	47	1	TwoThousandTen	2081	2	56	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.83076811	-117.1638038	CA	48	1	TwoThousandTen	1109	1	85.11	73	6	41740	0	92780		7320	66000	107		AggieCensusIntersector		4.1
32.77136494	-117.2467097	CA	49	1	TwoThousandTen	3100	3	76	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.96092499	-117.1847514	CA	50	1	TwoThousandTen	1008	1	215	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.74964029	-117.1041477	CA	51	1	TwoThousandTen	2012	2	22.02	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.75653491	-117.0887218	CA	52	1	TwoThousandTen	1011	1	23.01	73	6	41740	0	92780		7320	66000	118		AggieCensusIntersector		4.1
32.73588888	-117.0925963	CA	53	1	TwoThousandTen	2000	2	26.02	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.71045218	-117.1489979	CA	54	1	TwoThousandTen	1001	1	51	73	6	41740	0	92780		7320	66000	158		AggieCensusIntersector		4.1
32.75815319	-117.125022	CA	55	1	TwoThousandTen	4004	4	17	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.95029252	-117.2052297	CA	56	1	TwoThousandTen	2005	2	215	73	6	41740	0	92780		7320	66000	100		AggieCensusIntersector		4.1
32.89583585	-117.1403403	CA	57	1	TwoThousandTen	1016	1	83.5	73	6	41740	0	92780		7320	66000	101		AggieCensusIntersector		4.1
32.73623638	-117.1697174	CA	58	1	TwoThousandTen	3014	3	60	73	6	41740	0	92780		7320	66000	162		AggieCensusIntersector		4.1
32.72922526	-117.2066572	CA	59	1	TwoThousandTen	1038	1	63	73	6	41740	0	92780		7320	66000	112		AggieCensusIntersector		4.1
32.68691118	-117.044281	CA	60	1	TwoThousandTen	1005	1	32.09	73	6	41740	0	92780		7320	66000	61		AggieCensusIntersector		4.1
32.83280877	-117.1446788	CA	61	1	TwoThousandTen	1070	1	85.11	73	6	41740	0	92780		7320	66000	48		AggieCensusIntersector		4.1
32.74886441	-117.2349849	CA	62	1	TwoThousandTen	3007	3	74	73	6	41740	0	92780		7320	66000	73		AggieCensusIntersector		4.1
32.71186096	-117.0844	CA	63	1	TwoThousandTen	2015	2	30.01	73	6	41740	0	92780		7320	66000	199		AggieCensusIntersector		4.1
32.79254327	-117.0473813	CA	64	1	TwoThousandTen	4007	4	97.06	73	6	41740	0	92780		7320	66000	60		AggieCensusIntersector		4.1
32.92922855	-117.1468854	CA	65	1	TwoThousandTen	2003	2	83.47	73	6	41740	0	92780		7320	66000	56		AggieCensusIntersector		4.1
32.79473366	-117.0260972	CA	66	1	TwoThousandTen	1010	1	98.01	73	6	41740	0	92780		7320	66000	68		AggieCensusIntersector		4.1
32.80263712	-117.0084307	CA	67	1	TwoThousandTen	2002	2	98.02	73	6	41740	0	92780		7320	66000	60		AggieCensusIntersector		4.1
32.75523419	-117.1176387	CA	68	1	TwoThousandTen	1012	1	17	73	6	41740	0	92780		7320	66000	74		AggieCensusIntersector		4.1
32.81389711	-117.2330329	CA	69	1	TwoThousandTen	2011	2	83.01	73	6	41740	0	92780		7320	66000	44		AggieCensusIntersector		4.1
32.76008518	-117.1314233	CA	70	1	TwoThousandTen	3000	3	12	73	6	41740	0	92780		7320	66000	80		AggieCensusIntersector		4.1
32.97243019	-117.0946997	CA	71	1	TwoThousandTen	3000	3	170.35	73	6	41740	0	92780		7320	66000	73		AggieCensusIntersector		4.1
32.69577089	-117.112459	CA	72	1	TwoThousandTen	1000	1	36.01	73	6	41740	0	92780		7320	66000	137		AggieCensusIntersector		4.1
32.78843722	-117.0599104	CA	73	1	TwoThousandTen	7007	7	97.06	73	6	41740	0	92780		7320	66000	104		AggieCensusIntersector		4.1
32.73239533	-117.2380805	CA	74	1	TwoThousandTen	2005	2	70.02	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.75147567	-117.2457524	CA	75	1	TwoThousandTen	3001	3	75.01	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.70044581	-117.0918175	CA	76	1	TwoThousandTen	1013	1	33.05	73	6	41740	0	92780		7320	66000	126		AggieCensusIntersector		4.1
32.74651054	-117.0853009	CA	77	1	TwoThousandTen	1002	1	27.09	73	6	41740	0	92780		7320	66000	161		AggieCensusIntersector		4.1
32.77136494	-117.2467097	CA	78	1	TwoThousandTen	3100	3	76	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.85247826	-117.2009106	CA	79	1	TwoThousandTen	3003	3	83.45	73	6	41740	0	92780		7320	66000	96		AggieCensusIntersector		4.1
32.71466929	-117.1578809	CA	80	1	TwoThousandTen	2001	2	53	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.80352836	-117.1137591	CA	81	1	TwoThousandTen	4004	4	93.06	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.57150371	-117.0347605	CA	82	1	TwoThousandTen	2020	2	100.14	73	6	41740	0	92780		7320	66000	100		AggieCensusIntersector		4.1
32.76226694	-117.1118527	CA	83	1	TwoThousandTen	1001	1	18	73	6	41740	0	92780		7320	66000	146		AggieCensusIntersector		4.1
32.75421868	-117.1613811	CA	84	1	TwoThousandTen	1000	1	4	73	6	41740	0	92780		7320	66000	143		AggieCensusIntersector		4.1
32.75428672	-117.1229865	CA	85	1	TwoThousandTen	3000	3	16	73	6	41740	0	92780		7320	66000	142		AggieCensusIntersector		4.1
32.77791285	-117.1165828	CA	86	1	TwoThousandTen	1027	1	93.04	73	6	41740	0	92780		7320	66000	128		AggieCensusIntersector		4.1
32.96179333	-117.1636454	CA	87	1	TwoThousandTen	1009	1	83.66	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.74256944	-117.0760089	CA	88	1	TwoThousandTen	3011	3	27.03	73	6	41740	0	92780		7320	66000	133		AggieCensusIntersector		4.1
32.74469041	-117.2538317	CA	89	1	TwoThousandTen	2003	2	73.01	73	6	41740	0	92780		7320	66000	131		AggieCensusIntersector		4.1
32.74970281	-117.1115607	CA	90	1	TwoThousandTen	1007	1	22.01	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.69600048	-117.1178245	CA	91	1	TwoThousandTen	1003	1	36.01	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.75983103	-117.249007	CA	92	1	TwoThousandTen	4040	4	76	73	6	41740	0	92780		7320	66000	127		AggieCensusIntersector		4.1
32.76692334	-117.1528912	CA	93	1	TwoThousandTen	2026	2	93.04	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.93074701	-117.2451064	CA	94	1	TwoThousandTen	4002	4	83.24	73	6	41740	0	92780		7320	66000	97		AggieCensusIntersector		4.1
32.71254067	-117.1660452	CA	95	1	TwoThousandTen	4005	4	53	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.73498187	-117.2186854	CA	96	1	TwoThousandTen	1011	1	214	73	6	41740	0	92780		7320	66000	126		AggieCensusIntersector		4.1
32.74722937	-117.251671	CA	97	1	TwoThousandTen	2005	2	75.02	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.76731377	-117.0564535	CA	98	1	TwoThousandTen	1001	1	29.02	73	6	41740	0	92780		7320	66000	107		AggieCensusIntersector		4.1
32.76757636	-117.1473623	CA	99	1	TwoThousandTen	2015	2	93.04	73	6	41740	0	92780		7320	66000	154		AggieCensusIntersector		4.1
32.76936172	-117.1362188	CA	100	1	TwoThousandTen	1001	1	11	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.54556468	-117.0306358	CA	101	1	TwoThousandTen	1078	1	100.15	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.79769824	-117.2548599	CA	102	1	TwoThousandTen	2031	2	79.05	73	6	41740	0	92780		7320	66000	94		AggieCensusIntersector		4.1
32.94911548	-117.2575966	CA	103	1	TwoThousandTen	2041	2	83.24	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.67903619	-117.0360579	CA	104	1	TwoThousandTen	3004	3	32.09	73	6	41740	0	92780		7320	66000	107		AggieCensusIntersector		4.1
32.76913062	-117.1706298	CA	105	1	TwoThousandTen	2002	2	89.02	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.77662394	-117.1334624	CA	106	1	TwoThousandTen	1010	1	93.04	73	6	41740	0	92780		7320	66000	158		AggieCensusIntersector		4.1
32.80228478	-117.1449985	CA	107	1	TwoThousandTen	4028	4	92.01	73	6	41740	0	92780		7320	66000	146		AggieCensusIntersector		4.1
32.81073728	-117.2599169	CA	108	1	TwoThousandTen	2010	2	80.06	73	6	41740	0	92780		7320	66000	96		AggieCensusIntersector		4.1
32.86598197	-117.2205154	CA	109	1	TwoThousandTen	1000	1	83.63	73	6	41740	0	92780		7320	66000	98		AggieCensusIntersector		4.1
32.695973	-117.1242472	CA	110	1	TwoThousandTen	2008	2	39.02	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.81320806	-117.0661541	CA	111	1	TwoThousandTen	3001	3	95.07	73	6	41740	0	92780		7320	66000	108		AggieCensusIntersector		4.1
32.72743824	-117.1171107	CA	112	1	TwoThousandTen	4000	4	42	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.71207987	-117.1519323	CA	113	1	TwoThousandTen	1037	1	52	73	6	41740	0	92780		7320	66000	134		AggieCensusIntersector		4.1
32.68541746	-117.1249177	CA	114	1	TwoThousandTen	1052	1	38	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.71945847	-117.1399827	CA	115	1	TwoThousandTen	2071	2	56	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.74456864	-117.2547305	CA	116	1	TwoThousandTen	3000	3	73.01	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.80685078	-117.2234824	CA	117	1	TwoThousandTen	2006	2	78	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.75040948	-117.2440182	CA	118	1	TwoThousandTen	3009	3	75.01	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.76007909	-117.1326593	CA	119	1	TwoThousandTen	3002	3	12	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.73021356	-117.2448309	CA	120	1	TwoThousandTen	3015	3	73.02	73	6	41740	0	92780		7320	66000	124		AggieCensusIntersector		4.1
32.7115319	-117.1532882	CA	121	1	TwoThousandTen	1038	1	52	73	6	41740	0	92780		7320	66000	142		AggieCensusIntersector		4.1
32.76973915	-117.1675295	CA	122	1	TwoThousandTen	2000	2	89.02	73	6	41740	0	92780		7320	66000	141		AggieCensusIntersector		4.1
32.75961877	-117.1786195	CA	123	1	TwoThousandTen	1011	1	89.02	73	6	41740	0	92780		7320	66000	142		AggieCensusIntersector		4.1
32.79772561	-117.2422003	CA	124	1	TwoThousandTen	2006	2	79.07	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.71762698	-117.0663519	CA	125	1	TwoThousandTen	2011	2	30.03	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.75489351	-117.0865757	CA	126	1	TwoThousandTen	4000	4	27.08	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.67957665	-117.0398755	CA	127	1	TwoThousandTen	3000	3	32.09	73	6	41740	0	92780		7320	66000	118		AggieCensusIntersector		4.1
32.79171662	-117.0816849	CA	128	1	TwoThousandTen	1000	1	96.04	73	6	41740	0	92780		7320	66000	112		AggieCensusIntersector		4.1
32.81283787	-117.2697906	CA	129	1	TwoThousandTen	1001	1	80.06	73	6	41740	0	92780		7320	66000	99		AggieCensusIntersector		4.1
32.8933856	-117.1170599	CA	130	1	TwoThousandTen	1002	1	83.6	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.70432398	-117.1262919	CA	131	1	TwoThousandTen	2008	2	39.01	73	6	41740	0	92780		7320	66000	143		AggieCensusIntersector		4.1
32.80325115	-117.1878655	CA	132	1	TwoThousandTen	3001	3	85.12	73	6	41740	0	92780		7320	66000	131		AggieCensusIntersector		4.1
32.78491339	-117.1710117	CA	133	1	TwoThousandTen	3009	3	86	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.72922526	-117.2066572	CA	134	1	TwoThousandTen	1038	1	63	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.69382711	-117.1370001	CA	135	1	TwoThousandTen	1064	1	50	73	6	41740	0	92780		7320	66000	93		AggieCensusIntersector		4.1
32.78787747	-117.1964697	CA	136	1	TwoThousandTen	3009	3	91.03	73	6	41740	0	92780		7320	66000	131		AggieCensusIntersector		4.1
32.71308737	-117.1610702	CA	137	1	TwoThousandTen	3022	3	53	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.96224914	-117.1547895	CA	138	1	TwoThousandTen	3022	3	83.35	73	6	41740	0	92780		7320	66000	86		AggieCensusIntersector		4.1
32.57564577	-117.0526163	CA	139	1	TwoThousandTen	1005	1	100.11	73	6	41740	0	92780		7320	66000	92		AggieCensusIntersector		4.1
32.76976583	-117.0740896	CA	140	1	TwoThousandTen	1009	1	28.04	73	6	41740	0	92780		7320	66000	106		AggieCensusIntersector		4.1
32.95309128	-117.2268636	CA	141	1	TwoThousandTen	2001	2	83.3	73	6	41740	0	92780		7320	66000	107		AggieCensusIntersector		4.1
32.72920133	-117.1711399	CA	142	1	TwoThousandTen	1002	1	58	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.91492116	-117.1618313	CA	143	1	TwoThousandTen	1002	1	83.48	73	6	41740	0	92780		7320	66000	95		AggieCensusIntersector		4.1
32.80179611	-117.0394656	CA	144	1	TwoThousandTen	3000	3	98.01	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.74641083	-117.1057295	CA	145	1	TwoThousandTen	2013	2	24.02	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.72146159	-117.1602073	CA	146	1	TwoThousandTen	1010	1	56	73	6	41740	0	92780		7320	66000	134		AggieCensusIntersector		4.1
32.72405863	-117.1634239	CA	147	1	TwoThousandTen	2010	2	57	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.71623151	-117.1601615	CA	148	1	TwoThousandTen	1015	1	53	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.83076811	-117.1638038	CA	149	1	TwoThousandTen	1109	1	85.11	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71680985	-117.0835575	CA	150	1	TwoThousandTen	2012	2	30.01	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.54865762	-117.042351	CA	151	1	TwoThousandTen	4000	4	100.09	73	6	41740	0	92780		7320	66000	94		AggieCensusIntersector		4.1
32.70508379	-117.131936	CA	152	1	TwoThousandTen	2002	2	39.01	73	6	41740	0	92780		7320	66000	144		AggieCensusIntersector		4.1
32.7688666	-117.2001389	CA	153	1	TwoThousandTen	1033	1	91.06	73	6	41740	0	92780		7320	66000	117		AggieCensusIntersector		4.1
32.77337761	-117.1533848	CA	154	1	TwoThousandTen	3003	3	93.04	73	6	41740	0	92780		7320	66000	155		AggieCensusIntersector		4.1
32.748462	-117.1543636	CA	155	1	TwoThousandTen	3007	3	6	73	6	41740	0	92780		7320	66000	153		AggieCensusIntersector		4.1
32.77257318	-117.1193923	CA	156	1	TwoThousandTen	1000	1	19	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.75516669	-117.0495175	CA	157	1	TwoThousandTen	3024	3	147	73	6	41740	0	92780		7320	66000	116		AggieCensusIntersector		4.1
32.80343441	-117.1567437	CA	158	1	TwoThousandTen	1010	1	85.1	73	6	41740	0	92780		7320	66000	146		AggieCensusIntersector		4.1
32.85766392	-117.2285353	CA	159	1	TwoThousandTen	2003	2	83.64	73	6	41740	0	92780		7320	66000	91		AggieCensusIntersector		4.1
32.87261934	-117.2045469	CA	160	1	TwoThousandTen	3002	3	83.4	73	6	41740	0	92780		7320	66000	96		AggieCensusIntersector		4.1
32.96389067	-117.1156541	CA	161	1	TwoThousandTen	1006	1	170.33	73	6	41740	0	92780		7320	66000	95		AggieCensusIntersector		4.1
32.69943369	-117.1248845	CA	162	1	TwoThousandTen	2004	2	39.02	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.71308737	-117.1610702	CA	163	1	TwoThousandTen	3022	3	53	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.79032291	-117.1670772	CA	164	1	TwoThousandTen	4000	4	86	73	6	41740	0	92780		7320	66000	131		AggieCensusIntersector		4.1
32.78560106	-117.1292363	CA	165	1	TwoThousandTen	1001	1	93.05	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.73918867	-117.0626913	CA	166	1	TwoThousandTen	1020	1	27.11	73	6	41740	0	92780		7320	66000	109		AggieCensusIntersector		4.1
32.74456864	-117.2547305	CA	167	1	TwoThousandTen	3000	3	73.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.70836614	-117.148988	CA	168	1	TwoThousandTen	1009	1	51	73	6	41740	0	92780		7320	66000	156		AggieCensusIntersector		4.1
32.57323809	-117.055288	CA	169	1	TwoThousandTen	3002	3	100.1	73	6	41740	0	92780		7320	66000	113		AggieCensusIntersector		4.1
32.79888785	-117.2356599	CA	170	1	TwoThousandTen	1016	1	79.08	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.82270412	-117.194667	CA	171	1	TwoThousandTen	5010	5	85.04	73	6	41740	0	92780		7320	66000	100		AggieCensusIntersector		4.1
32.71941325	-117.2482254	CA	172	1	TwoThousandTen	1024	1	72	73	6	41740	0	92780		7320	66000	101		AggieCensusIntersector		4.1
32.86204825	-117.2252665	CA	173	1	TwoThousandTen	3000	3	83.63	73	6	41740	0	92780		7320	66000	97		AggieCensusIntersector		4.1
32.7907203	-117.1481691	CA	174	1	TwoThousandTen	3002	3	92.01	73	6	41740	0	92780		7320	66000	146		AggieCensusIntersector		4.1
32.77837696	-117.2052422	CA	175	1	TwoThousandTen	1022	1	91.06	73	6	41740	0	92780		7320	66000	118		AggieCensusIntersector		4.1
32.79908689	-117.1820407	CA	176	1	TwoThousandTen	2008	2	85.13	73	6	41740	0	92780		7320	66000	133		AggieCensusIntersector		4.1
32.71254836	-117.1633404	CA	177	1	TwoThousandTen	3022	3	53	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.7071981	-117.037131	CA	178	1	TwoThousandTen	1004	1	31.03	73	6	41740	0	92780		7320	66000	117		AggieCensusIntersector		4.1
32.72687933	-117.2359086	CA	179	1	TwoThousandTen	3013	3	70.02	73	6	41740	0	92780		7320	66000	128		AggieCensusIntersector		4.1
32.73908462	-117.1009722	CA	180	1	TwoThousandTen	3013	3	25.02	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.75141816	-117.0995236	CA	181	1	TwoThousandTen	3013	3	23.02	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.96020148	-117.1146125	CA	182	1	TwoThousandTen	1001	1	170.18	73	6	41740	0	92780		7320	66000	99		AggieCensusIntersector		4.1
32.76096975	-117.1179164	CA	183	1	TwoThousandTen	2018	2	18	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.71513253	-117.108547	CA	184	1	TwoThousandTen	1025	1	34.03	73	6	41740	0	92780		7320	66000	140		AggieCensusIntersector		4.1
32.56072007	-117.0624248	CA	185	1	TwoThousandTen	2001	2	100.12	73	6	41740	0	92780		7320	66000	113		AggieCensusIntersector		4.1
32.75653491	-117.0887218	CA	186	1	TwoThousandTen	1011	1	23.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.72920187	-117.2530042	CA	187	1	TwoThousandTen	2035	2	72	73	6	41740	0	92780		7320	66000	74		AggieCensusIntersector		4.1
32.68900215	-117.112539	CA	188	1	TwoThousandTen	1002	1	36.03	73	6	41740	0	92780		7320	66000	149		AggieCensusIntersector		4.1
